,author,author_id,average_rating,book_id,ratings_count,title,title_query,title_match,gender,num_pages
1947,Douglas Preston,12577.0,3.92,26245817.0,6328.0,BEYOND THE ICE LIMIT,BEYOND THE ICE LIMIT,True,male,375
1948,Jeffrey Archer,4820.0,4.16,25671861.0,21757.0,COMETH THE HOUR,COMETH THE HOUR,True,male,404
1949,Jayne Ann Krentz,2387.0,3.96,15765663.0,5175.0,DREAM EYES,DREAM EYES,True,female,325
1950,Chuck Wendig,17152.0,3.79,30213123.0,7141.0,AFTERMATH:: EMPIRE'S END,AFTERMATH:: EMPIRE'S END,True,male,423
1951,Anne Rice,7577.0,3.29,6282915.0,8907.0,ANGEL TIME,ANGEL TIME,True,female,274
1952,Brian Herbert,56.0,3.68,2920001.0,6214.0,PAUL OF DUNE,PAUL OF DUNE,True,male,512
1953,Craig Johnson,63607.0,4.27,34232860.0,4824.0,THE WESTERN STAR,THE WESTERN STAR,True,male,None
1954,Dorothea Benton Frank,36935.0,3.85,37955592.0,7413.0,BY INVITATION ONLY,BY INVITATION ONLY,True,female,None
1955,Sophie Kinsella,6160.0,3.71,7415016.0,48050.0,MINI SHOPAHOLIC,MINI SHOPAHOLIC,True,None,418
1956,Elizabeth Lowell,19051.0,3.77,6966454.0,2407.0,DEATH ECHO,DEATH ECHO,True,female,392
1957,Richard Castle,1953433.0,3.98,13482355.0,12543.0,FROZEN HEAT,FROZEN HEAT,True,male,309
1958,Alan Furst,49941.0,3.68,27876488.0,4247.0,A HERO OF FRANCE,A HERO OF FRANCE,True,male,234
1959,Amy Tan,5246.0,3.62,17383934.0,36031.0,THE VALLEY OF AMAZEMENT,THE VALLEY OF AMAZEMENT,True,female,589
1960,John Lescroart,10521.0,3.79,15803163.0,2886.0,THE OPHELIA CUT,THE OPHELIA CUT,True,male,415
1961,Daniel H. Wilson,33773.0,3.68,9634967.0,33046.0,ROBOPOCALYPSE,ROBOPOCALYPSE,True,male,347
1962,Maeve Binchy,3532.0,3.81,15990489.0,38075.0,A WEEK IN WINTER,A WEEK IN WINTER,True,female,464
1963,Iris Johansen,32498.0,4.14,6348046.0,9666.0,BLOOD GAME,BLOOD GAME,True,None,338
1964,Alex Berenson,195905.0,4.11,11890812.0,5659.0,THE SHADOW PATROL,THE SHADOW PATROL,True,None,400
1965,Orson Scott Card,589.0,3.94,13151129.0,37505.0,EARTH UNAWARE,EARTH UNAWARE,True,male,368
1966,Stephen King,3389.0,3.87,2906039.0,42809.0,JUST AFTER SUNSET,JUST AFTER SUNSET,True,male,539
1967,Sherrilyn Kenyon,4430.0,4.22,6944032.0,66326.0,NIGHT OF THE HUNTER,NIGHT OF THE HUNTER,True,None,309
1968,Janice Y.K. Lee,1605157.0,3.63,25387896.0,9648.0,THE EXPATRIATES,THE EXPATRIATES,True,female,336
1969,Janet Evanovich,2384.0,3.64,12019319.0,15652.0,LOVE IN A NUTSHELL,LOVE IN A NUTSHELL,True,female,310
1970,Linda Lael Miller,6223.0,4.13,10883940.0,1802.0,A LAWMAN'S CHRISTMAS,A LAWMAN'S CHRISTMAS,True,None,249
1971,Linda Howard,16961.0,3.73,13331181.0,7203.0,SHADOW WOMAN,SHADOW WOMAN,True,female,352
1972,Jackie Collins,49699.0,4.03,23014646.0,2694.0,THE SANTANGELOS,THE SANTANGELOS,True,female,544
1973,Bibliomaniac,14843033.0,3.55,28490341.0,20.0,TOM CLANCY: COMMANDER IN CHIEF,TOM CLANCY: COMMANDER IN CHIEF,True,None,None
1974,Jennifer Chiaverini,11630.0,3.49,2881228.0,2481.0,THE QUILTER'S KITCHEN,THE QUILTER'S KITCHEN,True,female,214
1975,Anna Quindlen,3500.0,3.85,7468160.0,32518.0,EVERY LAST ONE,EVERY LAST ONE,True,female,299
1976,Linda Fairstein,48895.0,3.74,18693651.0,3387.0,TERMINAL CITY,TERMINAL CITY,True,None,400
1977,Chuck Palahniuk,2546.0,3.16,36349731.0,3612.0,ADJUSTMENT DAY,ADJUSTMENT DAY,True,male,316
1978,W.E.B. Griffin,1415338.0,3.76,18693785.0,1002.0,DEADLY ASSETS,DEADLY ASSETS,True,male,400
1979,Tricia Levenseller,14358948.0,3.99,33643994.0,21766.0,THE PIRATE KING,THE PIRATE KING,True,female,311
1980,Cynthia Hand,3290920.0,4.11,17285330.0,15264.0,SAY GOODBYE,SAY GOODBYE,True,female,386
1981,David Weber,10517.0,4.12,6940561.0,5543.0,A MIGHTY FORTRESS,A MIGHTY FORTRESS,True,male,718
1982,Jasper Fforde,4432.0,3.95,8131227.0,16395.0,ONE OF OUR THURSDAYS IS MISSING,ONE OF OUR THURSDAYS IS MISSING,True,male,362
1983,Elizabeth  George,1402383.0,3.79,11737276.0,11353.0,BELIEVING THE LIE,BELIEVING THE LIE,True,female,610
1984,Elin Hilderbrand,88301.0,4.01,34840184.0,29226.0,THE PERFECT COUPLE,THE PERFECT COUPLE,True,None,480
1985,J.R. Ward,20248.0,4.35,10993282.0,68708.0,LOVER REBORN,LOVER REBORN,True,None,572
1986,John Scalzi,4763.0,3.88,21418013.0,45177.0,LOCK IN,LOCK IN,True,male,336
1987,Colm Tóibín,1351903.0,3.58,21412360.0,15463.0,NORA WEBSTER,NORA WEBSTER,True,male,373
1988,Debbie Macomber,11349.0,4.14,27774319.0,9280.0,SWEET TOMORROWS,SWEET TOMORROWS,True,female,352
1989,John Stuart Mill,57651.0,3.95,385228.0,24868.0,LIBERTY,LIBERTY,True,male,187
1990,Sophie Kinsella,6160.0,3.63,9416.0,587845.0,THE CONFESSION,THE CONFESSION,True,None,368
1991,J.A. Jance,3453636.0,4.11,18730147.0,5933.0,REMAINS OF INNOCENCE,REMAINS OF INNOCENCE,True,female,389
1992,Joe Hill,88506.0,3.92,6587879.0,87992.0,HORNS,HORNS,True,male,370
1993,James Patterson,3780.0,3.92,14781501.0,29471.0,NYPD RED,NYPD RED,True,male,512
1994,Lauren Wilkinson,17287509.0,3.96,40274582.0,82.0,AN AMERICAN SPY,AN AMERICAN SPY,True,female,304
1995,Douglas Preston,12577.0,3.96,29246616.0,11092.0,THE OBSIDIAN CHAMBER,THE OBSIDIAN CHAMBER,True,male,560
1996,Wally Lamb,3505.0,3.54,8152697.0,13727.0,WISHIN' AND HOPIN',WISHIN' AND HOPIN',True,male,268
1997,Philip Kerr,53936.0,4.12,11448085.0,4959.0,PRAGUE FATALE,PRAGUE FATALE,True,male,527
1998,Wilbur Smith,4043.0,3.72,40733748.0,4794.0,DESERT GOD,DESERT GOD,True,male,422
1999,Claire Contreras,6655354.0,4.07,18110772.0,6130.0,CATCH ME,CATCH ME,True,female,361
2000,Paul Cleave,776612.0,3.6,23492648.0,4632.0,TRUST NO ONE,TRUST NO ONE,True,None,342
2001,Philippa Gregory,9987.0,3.79,33368917.0,11730.0,THE LAST TUDOR,THE LAST TUDOR,True,female,528
2002,Lisa Jewell,93504.0,4.08,35297426.0,67674.0,THEN SHE WAS GONE,THEN SHE WAS GONE,True,None,359
2003,James Patterson,3780.0,4.23,30736665.0,15495.0,THE BLACK BOOK,THE BLACK BOOK,True,male,418
2004,Tess Gerritsen,18149.0,4.17,21489683.0,19828.0,DIE AGAIN,DIE AGAIN,True,female,330
2005,George R.R. Martin,346732.0,4.21,18635622.0,45725.0,A KNIGHT OF THE SEVEN KINGDOMS,A KNIGHT OF THE SEVEN KINGDOMS,True,male,355
2006,Lisa Scottoline,20258.0,3.57,12037026.0,15818.0,COME HOME,COME HOME,True,female,371
2007,Gillian Flynn,2383.0,4.06,19288043.0,1916806.0,THE GIRLS,THE GIRLS,True,female,415
2008,Ian McEwan,2408.0,3.24,7140754.0,21969.0,SOLAR,SOLAR,True,male,287
2009,Jane Green,12915.0,3.64,14759321.0,15771.0,FAMILY PICTURES,FAMILY PICTURES,True,female,344
2010,Bonnie Dee,1166851.0,3.89,3178892.0,2104.0,BONE DEEP,BONE DEEP,True,female,None
2011,Sandra Brown,6218.0,3.83,37277042.0,6529.0,TAILSPIN,TAILSPIN,True,female,432
2012,Joel C. Rosenberg,221833.0,4.33,11474598.0,5051.0,THE TEHRAN INITIATIVE,THE TEHRAN INITIATIVE,True,male,459
2013,Autumn Doughton,6573700.0,3.95,17861295.0,8102.0,IN THIS MOMENT,IN THIS MOMENT,True,female,None
2014,J.A. Redmerski,5437976.0,4.25,16081272.0,136023.0,EDGE,EDGE,True,None,426
2015,Ian Rankin,33031.0,4.19,25179757.0,9043.0,EVEN DOGS IN THE WILD,EVEN DOGS IN THE WILD,True,male,None
2016,Jessica Knoll,6464799.0,3.1,36967019.0,11126.0,THE FAVORITE SISTER,THE FAVORITE SISTER,True,female,375
2017,Jennifer  McMahon,29471.0,3.77,18007535.0,38886.0,THE WINTER PEOPLE,THE WINTER PEOPLE,True,female,317
2018,Jim Butcher,10746.0,4.25,7779059.0,42524.0,SIDE JOBS,SIDE JOBS,True,male,418
2019,Mary Higgins Clark,99044.0,3.62,30753558.0,8613.0,"ALL BY MYSELF, ALONE","ALL BY MYSELF, ALONE",True,female,None
2020,Troy Denning,8154.0,4.03,6100859.0,4501.0,FATE OF THE JEDI: APOCALYPSE,FATE OF THE JEDI: APOCALYPSE,True,male,496
2021,Karen Cleveland,16500087.0,3.84,40647345.0,15537.0,NEED TO KNOW,NEED TO KNOW,True,None,306
2022,Kimberly McCreight,6452053.0,3.83,15776309.0,111158.0,RECONSTRUCTING AMELIA,RECONSTRUCTING AMELIA,True,female,382
2023,Danielle Steel,14255.0,3.72,6004019.0,5097.0,MATTERS OF THE HEART,MATTERS OF THE HEART,True,female,341
2024,Ian Rankin,33031.0,4.09,29549648.0,8028.0,RATHER BE THE DEVIL,RATHER BE THE DEVIL,True,male,None
2025,Orson Scott Card,589.0,4.07,40289.0,17499.0,ABYSS,ABYSS,True,male,363
2026,Brad Thor,5088.0,4.17,2336803.0,16059.0,THE LAST PATRIOT,THE LAST PATRIOT,True,male,352
2027,Kyung-Sook Shin,7773619.0,3.79,8574333.0,21449.0,PLEASE LOOK AFTER MOM,PLEASE LOOK AFTER MOM,True,female,237
2028,David Baldacci,9291.0,4.01,7277715.0,22877.0,DELIVER US FROM EVIL,DELIVER US FROM EVIL,True,male,406
2029,Danielle Steel,14255.0,4.21,33613129.0,5644.0,THE RIGHT TIME,THE RIGHT TIME,True,female,None
2030,Margaret Atwood,3472.0,3.37,24388326.0,44151.0,THE HEART GOES LAST,THE HEART GOES LAST,True,female,320
2031,Arundhati Roy,6134.0,3.47,32388712.0,19915.0,THE MINISTRY OF UTMOST HAPPINESS,THE MINISTRY OF UTMOST HAPPINESS,True,None,464
2032,Tana French,138825.0,3.93,16171207.0,61559.0,BROKEN HARBOR,BROKEN HARBOR,True,female,450
2033,Dominic Smith,182823.0,3.85,25664459.0,22027.0,THE LAST PAINTING OF SARA DE VOS,THE LAST PAINTING OF SARA DE VOS,True,male,304
2034,David Weber,10517.0,4.14,23847910.0,2964.0,HELL'S FOUNDATIONS QUIVER,HELL'S FOUNDATIONS QUIVER,True,male,784
2035,Frederick Douglass,18943.0,3.99,7519176.0,78837.0,MY STRUGGLE: BOOK 5,MY STRUGGLE: BOOK 5,True,male,None
2036,Philip Kerr,53936.0,4.12,16280850.0,3732.0,A MAN WITHOUT BREATH,A MAN WITHOUT BREATH,True,male,None
2037,Ethan Hawke,2970.0,4.1,25241473.0,2347.0,RULES FOR A KNIGHT,RULES FOR A KNIGHT,True,male,175
2038,Brandon Sanderson,38550.0,4.21,10803121.0,106502.0,THE ALLOY OF LAW,THE ALLOY OF LAW,True,male,332
2039,Nicholas Sparks,2345.0,4.14,17407748.0,100365.0,THE LONGEST RIDE,THE LONGEST RIDE,True,male,398
2040,Nelson DeMille,1238.0,3.88,23197346.0,13393.0,RADIANT ANGEL,RADIANT ANGEL,True,male,311
2041,Barbara Taylor Bradford,5353.0,3.82,1088159.0,1805.0,A SECRET AFFAIR,A SECRET AFFAIR,True,female,272
2042,Michael G. Manning,5021072.0,4.18,13839194.0,7300.0,ARCHMAGE,ARCHMAGE,True,male,545
2043,Emily Giffin,13370.0,3.9,36344555.0,48244.0,ALL WE EVER WANTED,ALL WE EVER WANTED,True,female,None
2044,Rita Mae Brown,23511.0,3.63,6707234.0,1684.0,CAT OF THE CENTURY,CAT OF THE CENTURY,True,female,219
2045,Zadie Smith,2522.0,3.44,13537891.0,28542.0,NW,NW,True,female,296
2046,Glenn Beck,188932.0,3.79,3268926.0,14238.0,THE CHRISTMAS SWEATER,THE CHRISTMAS SWEATER,True,male,284
2047,Joel C. Rosenberg,221833.0,4.27,22798864.0,4977.0,THE THIRD TARGET,THE THIRD TARGET,True,male,450
2048,Craig Alanson,14851776.0,4.32,35224512.0,4601.0,BLACK OPS,BLACK OPS,True,male,None
2049,M.J. Hyland,136085.0,3.43,251052.0,3480.0,HOW THE LIGHT GETS IN,HOW THE LIGHT GETS IN,True,None,336
2050,John Grisham,721.0,3.79,11600163.0,58409.0,THE LITIGATORS,THE LITIGATORS,True,male,385
2051,William Kent Krueger,71170.0,4.1,27274443.0,3603.0,MANITOU CANYON,MANITOU CANYON,True,male,337
2052,Richard Dawkins,1194.0,4.17,6117055.0,42503.0,EVIDENCE,EVIDENCE,True,male,470
2053,James Rollins,38809.0,3.99,15818164.0,13960.0,THE BLOOD GOSPEL,THE BLOOD GOSPEL,True,male,479
2054,Gordon Korman,2130.0,3.72,22237.0,6114.0,MOBBED,MOBBED,True,male,262
2055,James Patterson,3780.0,3.36,8273044.0,11236.0,TOYS,TOYS,True,male,364
2056,Ace Atkins,140695.0,3.87,31684675.0,2753.0,ROBERT B PARKER'S LITTLE WHITE LIES,ROBERT B PARKER'S LITTLE WHITE LIES,True,male,None
2057,Terry McMillan,20704.0,3.95,17572866.0,4922.0,WHO ASKED YOU,WHO ASKED YOU,True,None,383
2058,Alexander Chee,158735.0,3.43,17912498.0,8965.0,QUEEN OF THE NIGHT,QUEEN OF THE NIGHT,True,male,561
2059,David Lagercrantz,242659.0,3.76,25074850.0,111138.0,THE GIRL IN THE SPIDER'S WEB,THE GIRL IN THE SPIDER'S WEB,True,male,400
2060,Jodi Picoult,7128.0,3.69,13547188.0,64980.0,LONE WOLF,LONE WOLF,True,female,517
2061,Barbara Kingsolver,3541.0,3.78,6433752.0,53964.0,THE LACUNA,THE LACUNA,True,female,508
2062,Chloe  Benjamin,15968276.0,3.73,30288282.0,70886.0,THE IMMORTALISTS,THE IMMORTALISTS,True,None,346
2063,R.A. Salvatore,1023510.0,4.15,10299110.0,6994.0,NEVERWINTER,NEVERWINTER,True,male,346
2064,Terry Goodkind,3441.0,3.86,19477973.0,7339.0,SEVERED SOULS,SEVERED SOULS,True,male,560
2065,Douglas Preston,12577.0,4.12,20980959.0,15220.0,BLUE LABYRINTH,BLUE LABYRINTH,True,male,403
2066,Margaret Atwood,3472.0,3.99,17262203.0,50576.0,MADDADDAM,MADDADDAM,True,female,394
2067,Dennis F. Larsen,6894226.0,3.72,17253906.0,53.0,CRUEL INTENT,CRUEL INTENT,True,male,362
2068,Danielle Steel,14255.0,3.86,27272223.0,7882.0,THE APARTMENT,THE APARTMENT,True,female,336
2069,Sandra Brown,6218.0,3.93,6054518.0,10369.0,SMASH CUT,SMASH CUT,True,female,367
2070,J.D. Robb,17065.0,4.44,8315872.0,22126.0,TREACHERY IN DEATH,TREACHERY IN DEATH,True,None,375
2071,Kresley Cole,4428.0,4.33,18775652.0,16537.0,DARK SKYE,DARK SKYE,True,None,420
2072,Stuart Woods,3936.0,3.69,18693917.0,3784.0,CUT AND THRUST,CUT AND THRUST,True,male,320
2073,James Patterson,3780.0,4.05,13521299.0,22304.0,"ALEX CROSS, RUN","ALEX CROSS, RUN",True,male,416
2074,Vince Flynn,14989.0,4.35,6339304.0,33741.0,PURSUIT OF HONOR,PURSUIT OF HONOR,True,male,448
2075,Nicole Marie,2491130.0,3.53,34666421.0,425.0,DARK BITES,DARK BITES,True,None,180
2076,John Grisham,721.0,3.86,29354916.0,61206.0,THE WHISTLER,THE WHISTLER,True,male,384
2077,Brad Meltzer,14610.0,3.79,31933276.0,10427.0,THE ESCAPE ARTIST,THE ESCAPE ARTIST,True,male,416
2078,James Patterson,3780.0,3.75,21423303.0,10973.0,PRIVATE VEGAS,PRIVATE VEGAS,True,male,361
2079,Terry Brooks,9629.0,3.84,6202861.0,5643.0,A PRINCESS OF LANDOVER,A PRINCESS OF LANDOVER,True,male,328
2080,Tess Gerritsen,18149.0,4.14,9578677.0,28906.0,THE SILENT GIRL,THE SILENT GIRL,True,female,315
2081,Iris Johansen,32498.0,4.02,15766976.0,7033.0,TAKING EVE,TAKING EVE,True,None,339
2082,Stuart Woods,3936.0,3.85,6327816.0,4731.0,HOTHOUSE ORCHID,HOTHOUSE ORCHID,True,male,291
2083,Suzanne Brockmann,32638.0,4.17,8459711.0,5498.0,BREAKING THE RULES,BREAKING THE RULES,True,None,507
2084,Daniel José Older,5137530.0,3.37,38602136.0,2613.0,STAR WARS: LAST SHOT,STAR WARS: LAST SHOT,True,male,344
2085,Susan Elizabeth Phillips,41313.0,4.08,8437379.0,19185.0,CALL ME IRRESISTIBLE,CALL ME IRRESISTIBLE,True,female,385
2086,David Lagercrantz,242659.0,3.75,32599492.0,42313.0,THE GIRL WHO TAKES AN EYE FOR AN EYE,THE GIRL WHO TAKES AN EYE FOR AN EYE,True,male,347
2087,S.M. Stirling,14002.0,3.85,10629334.0,2747.0,THE TEARS OF THE SUN,THE TEARS OF THE SUN,True,male,530
2088,Rachel Hawkins,2261547.0,4.08,11454587.0,53806.0,SPELL BOUND,SPELL BOUND,True,female,327
2089,Iris Johansen,32498.0,4.09,17286783.0,5361.0,SILENCING EVE,SILENCING EVE,True,None,403
2090,Elizabeth Kostova,5918.0,3.55,5983057.0,28885.0,THE SWAN THIEVES,THE SWAN THIEVES,True,female,565
2091,Sharon Kay Penman,24655.0,4.37,2859559.0,6327.0,DEVIL'S BROOD,DEVIL'S BROOD,True,female,736
2092,Vivian Arend,2932249.0,3.68,21805661.0,2717.0,FIRED UP,FIRED UP,True,female,259
2093,Richard A. Clarke,3462959.0,3.91,88667.0,4460.0,AGAINST ALL ENEMIES,AGAINST ALL ENEMIES,True,male,336
2094,Anne Rivers Siddons,6946.0,2.87,7290812.0,4683.0,BURNT MOUNTAIN,BURNT MOUNTAIN,True,female,325
2095,Lisa Gardner,18282.0,4.13,25644437.0,32863.0,FIND HER,FIND HER,True,female,402
2096,Fannie Flagg,6125.0,3.99,40611032.0,39605.0,THE ALL-GIRL FILLING STATION'S LAST REUNION,THE ALL-GIRL FILLING STATION'S LAST REUNION,True,female,369
2097,Charlaine Harris,17061.0,3.69,18107951.0,26598.0,MIDNIGHT CROSSROAD,MIDNIGHT CROSSROAD,True,None,305
2098,Richard Castle,1953433.0,3.88,24376905.0,3427.0,DRIVING HEAT,DRIVING HEAT,True,male,329
2099,Jennifer Egan,49625.0,3.4,774726.0,10386.0,LOOK FOR ME,LOOK FOR ME,True,female,417
2100,Jim Butcher,10746.0,4.45,3475161.0,78022.0,TURN COAT,TURN COAT,True,male,420
2101,Brandon Sanderson,38550.0,4.77,17332218.0,150883.0,WORDS OF RADIANCE,WORDS OF RADIANCE,True,male,1087
2102,Paul Garrison,107672.0,0.0,43698239.0,0.0,ROBERT LUDLUM'S THE JANSON COMMAND,ROBERT LUDLUM'S THE JANSON COMMAND,True,None,None
2103,Tracy Deebs,3387675.0,3.82,13505645.0,1930.0,DOOMED,DOOMED,True,female,480
2104,Jodi Picoult,7128.0,3.97,3720975.0,103963.0,HANDLE WITH CARE,HANDLE WITH CARE,True,female,453
2105,Elizabeth Strout,97313.0,3.56,15823461.0,51099.0,THE BURGESS BOYS,THE BURGESS BOYS,True,female,320
2106,J.R. Ward,20248.0,4.38,5098079.0,97996.0,LOVER AVENGED,LOVER AVENGED,True,None,527
2107,Lisa Scottoline,20258.0,3.64,7078265.0,12819.0,THINK TWICE,THINK TWICE,True,female,374
2108,Jennifer Weiner,9212.0,3.47,13184572.0,27331.0,THE NEXT BEST THING,THE NEXT BEST THING,True,female,400
2109,Kristin Hannah,54493.0,4.12,12022079.0,49096.0,HOME FRONT,HOME FRONT,True,female,390
2110,Tom Sharpe,33017.0,4.1,58514.0,2242.0,INDECENT EXPOSURE,INDECENT EXPOSURE,True,male,247
2111,Karen Marie Moning,48206.0,4.41,7304203.0,90861.0,SHADOWFEVER,SHADOWFEVER,True,female,608
2112,Lev Grossman,142270.0,3.5,6101718.0,198466.0,THE MAGICIANS,THE MAGICIANS,True,male,402
2113,Nora Roberts,625.0,4.2,12716613.0,57161.0,THE WITNESS,THE WITNESS,True,female,757
2114,Gabrielle Zevin,40593.0,3.99,18293427.0,177509.0,THE STORIED LIFE OF AJ FIKRY,THE STORIED LIFE OF AJ FIKRY,True,female,260
2115,Christopher Moore,16218.0,3.79,35301333.0,6739.0,NOIR,NOIR,True,male,339
2116,Clive Cussler,18411.0,4.09,33874794.0,3774.0,THE ROMANOV RANSOM,THE ROMANOV RANSOM,True,male,388
2117,Curtis Sittenfeld,6429.0,3.61,25852870.0,63409.0,ELIGIBLE,ELIGIBLE,True,male,492
2118,Jack Campbell,55547.0,4.03,9676849.0,11615.0,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,THE LOST FLEET. BEYOND THE FRONTIER: DREADNAUGHT,True,male,356
2119,Brandon Sanderson,38550.0,4.45,18739426.0,50268.0,THE BANDS OF MOURNING,THE BANDS OF MOURNING,True,male,448
2120,Patricia Briggs,40563.0,4.41,30687916.0,25357.0,SILENCE FALLEN,SILENCE FALLEN,True,female,371
2121,Debbie Macomber,11349.0,4.09,9747109.0,9872.0,A TURN IN THE ROAD,A TURN IN THE ROAD,True,female,336
2122,Carolyn Jessop,427437.0,3.97,818811.0,32970.0,ESCAPE,ESCAPE,True,female,413
2123,Dean Koontz,9355.0,3.34,2983562.0,14473.0,YOUR HEART BELONGS TO ME,YOUR HEART BELONGS TO ME,True,None,337
2124,Cynthia Ozick,43530.0,3.14,8149149.0,1523.0,FOREIGN BODY,FOREIGN BODY,True,female,255
2125,Rita Mae Brown,23511.0,3.66,8722727.0,1688.0,HISS OF DEATH,HISS OF DEATH,True,female,217
2126,Susan Elia MacNeal,517286.0,4.05,33109439.0,4071.0,THE PARIS SPY,THE PARIS SPY,True,female,None
2127,Chuck Palahniuk,2546.0,2.85,6855294.0,11882.0,TELL-ALL,TELL-ALL,True,male,192
2128,Guillermo del Toro,167605.0,3.95,36521316.0,9076.0,THE SHAPE OF WATER,THE SHAPE OF WATER,True,male,315
2129,H.M. Ward,4330590.0,3.93,17231976.0,30205.0,DAMAGE,DAMAGE,True,female,341
2130,Douglas Preston,12577.0,4.08,17159011.0,18552.0,WHITE FIRE,WHITE FIRE,True,male,368
2131,John le Carré,1411964.0,3.9,34496624.0,13219.0,A LEGACY OF SPIES,A LEGACY OF SPIES,True,male,264
2132,Jane Harper,556546.0,3.86,34275222.0,39018.0,FORCE OF NATURE,FORCE OF NATURE,True,None,326
2133,Alice Hoffman,3502.0,3.87,23492741.0,44369.0,THE MARRIAGE OF OPPOSITES,THE MARRIAGE OF OPPOSITES,True,None,371
2134,Karl Marlantes,2904306.0,4.24,6411016.0,32348.0,MATTERHORN,MATTERHORN,True,male,663
2135,P.C. Cast,17015.0,3.8,30183.0,397578.0,THE CAST,THE CAST,True,female,306
2136,Diane Mott Davidson,9556.0,3.71,3435815.0,6784.0,FATALLY FLAKY,FATALLY FLAKY,True,female,11
2137,Catherine Coulter,1239.0,4.14,7144235.0,10264.0,WHIPLASH,WHIPLASH,True,female,402
2138,Emily Giffin,13370.0,3.88,12987977.0,80320.0,WHERE WE BELONG,WHERE WE BELONG,True,female,372
2139,Glenn Beck,188932.0,3.99,12307716.0,3502.0,THE SNOW ANGEL,THE SNOW ANGEL,True,male,279
2140,Karen Thompson Walker,5142414.0,3.64,12401556.0,76387.0,THE AGE OF MIRACLES,THE AGE OF MIRACLES,True,female,294
2141,J.D. Robb,17065.0,4.28,35466342.0,13092.0,DARK IN DEATH,DARK IN DEATH,True,None,372
2142,Stanisław Lem,10991.0,4.18,251633.0,4929.0,INVINCIBLE,INVINCIBLE,True,male,None
2143,Mike Maden (author),18178526.0,3.91,40730651.0,44.0,TOM CLANCY: POINT OF CONTACT,TOM CLANCY: POINT OF CONTACT,True,None,None
2144,Lisa Gardner,18282.0,4.06,15811495.0,25704.0,TOUCH AND GO,TOUCH AND GO,True,female,423
2145,Stephen King,3389.0,4.05,7912007.0,80090.0,"FULL DARK, NO STARS","FULL DARK, NO STARS",True,male,368
2146,Sara Paretsky,28509.0,3.87,24875357.0,2970.0,BRUSH BACK,BRUSH BACK,True,female,459
2147,John le Carré,1411964.0,3.75,16167080.0,8596.0,A DELICATE TRUTH,A DELICATE TRUTH,True,male,320
2148,Lisa Scottoline,20258.0,3.78,29939066.0,19801.0,ONE PERFECT LIE,ONE PERFECT LIE,True,female,384
2149,Alexander McCall Smith,4738.0,4.07,8628133.0,13452.0,THE SATURDAY BIG TENT WEDDING PARTY,THE SATURDAY BIG TENT WEDDING PARTY,True,male,213
2150,Joanna Bourne,486041.0,4.02,959745.0,6244.0,SPYMASTER,SPYMASTER,True,female,373
2151,Kristin Hannah,54493.0,3.92,3975186.0,39985.0,TRUE COLORS,TRUE COLORS,True,female,344
2152,Stephen King,3389.0,3.9,34430839.0,31092.0,GWENDY'S BUTTON BOX,GWENDY'S BUTTON BOX,True,male,171
2153,James Lee Burke,7031.0,4.0,6238661.0,4559.0,RAIN GODS,RAIN GODS,True,male,434
2154,Diana Gabaldon,3617.0,4.21,8533018.0,24926.0,THE SCOTTISH PRISONER,THE SCOTTISH PRISONER,True,female,560
2155,George R.R. Martin,346732.0,3.69,17279560.0,10558.0,DANGEROUS WOMEN,DANGEROUS WOMEN,True,male,736
2156,Elin Hilderbrand,88301.0,3.7,6080822.0,27160.0,THE CASTAWAYS,THE CASTAWAYS,True,None,359
2157,Peter V. Brett,1405152.0,4.22,9268487.0,47536.0,THE DAYLIGHT WAR,THE DAYLIGHT WAR,True,male,639
2158,S.H. Kolee,6435350.0,3.74,17458607.0,429.0,HUNTING SHADOWS,HUNTING SHADOWS,True,female,None
2159,A.J. Banner,13522695.0,3.34,25837341.0,42734.0,THE NEIGHBOR,THE NEIGHBOR,True,female,None
2160,Elizabeth Strout,97313.0,3.76,32080126.0,32343.0,ANYTHING IS POSSIBLE,ANYTHING IS POSSIBLE,True,female,254
2161,Kate Morton,615274.0,3.87,6746018.0,59300.0,THE DISTANT HOURS,THE DISTANT HOURS,True,None,562
2162,Steve Martin,7103.0,3.6,7907803.0,47151.0,AN OBJECT OF BEAUTY,AN OBJECT OF BEAUTY,True,male,304
2163,Lara Adrian,375626.0,4.23,13170607.0,11184.0,EDGE OF DAWN,EDGE OF DAWN,True,female,313
2164,Clive Cussler,18411.0,3.93,20821242.0,4646.0,THE EYE OF HEAVEN,THE EYE OF HEAVEN,True,male,389
2165,J.D. Robb,17065.0,4.4,31384635.0,16896.0,ECHOES IN DEATH,ECHOES IN DEATH,True,None,371
2166,Kathy Reichs,26372.0,3.99,19322169.0,13616.0,BONES NEVER LIE,BONES NEVER LIE,True,female,336
2167,Anthony Marra,5989255.0,4.28,23995336.0,11617.0,TSAR,TSAR,True,None,332
2168,Charlotte Rogan,5094344.0,3.2,12888599.0,22182.0,THE LIFEBOAT,THE LIFEBOAT,True,female,279
2169,Lee Child,5091.0,3.91,2211221.0,45190.0,NOTHING TO LOSE,NOTHING TO LOSE,True,male,None
2170,Bill Clegg,3099070.0,3.8,24452249.0,22946.0,DID YOU EVER HAVE A FAMILY,DID YOU EVER HAVE A FAMILY,True,male,293
